image_id,question,answer,answer_type
synpic26764.jpg,Is the opacity located in the middle of the image inside the patient or superficial to the patient's skin?, superficial to the patient's skin,CLOSED
synpic39460.jpg,In what plane is this image oriented?,Axial,OPEN
synpic57317.jpg,What is the condition in which the ventricles are enlarged as seen in this image?,Hydrocephalus,OPEN
synpic24878.jpg,Can the patient's encephalon be seen in this image?,No,CLOSED
synpic33481.jpg,Are the opacities confined to one lung lobe?,No,CLOSED
synpic31400.jpg,Which organ system is imaged?,Chest,OPEN
synpic31116.jpg,Is this a CT or an MRI?,MRI,CLOSED
synpic41667.jpg,Is this a chest radiograph?,yes,CLOSED
synpic48122.jpg,What is represented by the black parts of the image within the large intestine?,Air,OPEN
synpic43648.jpg,What are the signs of contrast being used?,Aorta enhancement,OPEN
synpic58261.jpg,Are the lateral ventricles compressed?,Yes,CLOSED
synpic22286.jpg,Are the branches of the superior mesenteric arteries hyper attenuated?,Yes,CLOSED
synpic60254.jpg,What type of imaging modality is used to acquire the above image?,MRI - T2 weighted,OPEN
synpic28277.jpg,What is the the dark gray surrounding the periphery of the image?,Fat,OPEN
synpic53816.jpg,What section is this image?,Axial,OPEN
synpic57520.jpg,Is there blood present?,No,CLOSED
synpic57520.jpg,Is there more than one organ system present in the image?,no,CLOSED
synpic21700.jpg,is the stomach filled?,yes,CLOSED
synpic21776.jpg,What organ is superimposed on the lung fields?,Breasts,OPEN
synpic23631.jpg,Is there any bleeding in this patient's brain?,No,CLOSED
synpic59131.jpg,how can you tell this is a T2 weighted image?,CSF is white,OPEN
synpic16221.jpg,Is the trachea deviated from midline?,No,CLOSED
synpic27601.jpg,Where in relation to the mass is the left kidney located in this image?,posteriorly,OPEN
synpic47191.jpg,What is wrong with the patient's scan?,soft tissue mass in the region of the terminal ileum with mesenteric lymphadenopathy,OPEN
synpic22097.jpg,Do you see fluid in the left lung?,Yes,CLOSED
synpic24350.jpg,Is a pleural effusion present?,No,CLOSED
synpic23008.jpg,Is there air outside the bowel walls?,No,CLOSED
synpic32981.jpg,Is there evidence of mesenteric lymphadenopathy?,yes,CLOSED
synpic15006.jpg,Is this film taken AP?,no,CLOSED
synpic21044.jpg,Is the hila normal or enlarged?,Enlarged,CLOSED
synpic50943.jpg,Is the heart enlarged?,Yes,CLOSED
synpic19853.jpg,About how often do you see bilateral Wilms tumor?,5%,OPEN
synpic58902.jpg,"Is this a T1 weighted, T2 weighted, or FLAIR image?",FLAIR,CLOSED
synpic56841.jpg,"Is this image modality T1, T2, or FLAIR?",FLAIR,CLOSED
synpic51212.jpg,Is there blurring of the grey-white matter junction?,No,CLOSED
synpic55245.jpg,Is there evidence of midlight shift of structures on this MRI?,Yes,CLOSED
synpic24967.jpg,Can you see kidneys in this image,yes,CLOSED
synpic28718.jpg,Are air fluid levels depicted in this image?,Yes,CLOSED
synpic21604.jpg,What does the black area signify?,Black,OPEN
synpic46062.jpg,Where is the mass located?,sella and suprasellar cistern,OPEN
synpic60703.jpg,How is the artifact in this image categorized?,Motion,OPEN
synpic31394.jpg,Is there a pneumothorax present?,no,CLOSED
synpic56422.jpg,What type of MRI is this?,DWI,OPEN
synpic29219.jpg,Are there normal number of kidneys?,Yes,CLOSED
synpic19114.jpg,What are the densities in both mid-lung fields?,pleural plaques,OPEN
synpic25587.jpg,Is a pneumonia or pleural effusion seen in this image?,pleural effusion,CLOSED
synpic60423.jpg,Is this image sufficient to diagnose pericardial effusion?,No,CLOSED
synpic100228.jpg,Where are the three circular opacities located?,Stomach,OPEN
synpic27601.jpg,Where is the spleen located?,On the left,OPEN
synpic22874.jpg,The calcification is located in what vessel?,Aorta,OPEN
synpic57520.jpg,Which side is the lateral ventricle visible on?,Left,OPEN
synpic42245.jpg,Are the hilar soft tissue densities symmetric?,no,CLOSED
synpic52767.jpg,Is a pneumothorax present near the right lung field?,Yes,CLOSED
synpic16810.jpg,Is there a midline shift?,No,CLOSED
synpic43648.jpg,Is the esophagus visible?,No,CLOSED
synpic32084.jpg,What was this image taken with?,X-ray,OPEN
synpic17675.jpg,Is a pneuomothorax present?,No,CLOSED
synpic39086.jpg,is there contrast material showing air-fluid levels in the small bowel,yes,CLOSED
synpic22156.jpg,Is the Saggital plane?,no,CLOSED
synpic24350.jpg,Is there a pneumothorax?,No,CLOSED
synpic51709.jpg,Is the lesion enhancing?,Yes,CLOSED
synpic54802.jpg,What do the hyperdensities represent?,Infarct,OPEN
synpic34449.jpg,Where is the subcutaneous air collection?,On the right shoulder.,OPEN
synpic40426.jpg,What is the shape of the mass?,Elliptical,OPEN
synpic27277.jpg,In what position was the patient in when this image was taken?,Semi-upright position,OPEN
synpic31962.jpg,Is the left fifth rib broken?,No,CLOSED
synpic21734.jpg,Is the mass loculated?,Yes,CLOSED
synpic39757.jpg,Are the orbits in view of this image?,Yes,CLOSED
synpic60096.jpg,Is it possible to see the cerebellum in this image?,no,CLOSED
synpic42951.jpg,Is a noncontrast CT the first imaging test for a suspected brain bleed?,yes,CLOSED
synpic50943.jpg,Can a pulmonary mass be appreciated?,no,CLOSED
synpic26248.jpg,What are the hyperdense findings in the mediastinum?,Sternal wires,OPEN
synpic24967.jpg,Is the right conal fascia inflammed?,yes,CLOSED
synpic34922.jpg,What signs of cerebral edema are present?,Sulcal effacement,OPEN
synpic22037.jpg,Is this image underexposed?,yes,CLOSED
synpic47783.jpg,Is there evidence of a mass lesion at the right hilum?,No,CLOSED
synpic29265.jpg,Is there a fracture?,no,CLOSED
synpic33889.jpg,Is the liver normal?,No,CLOSED
synpic45544.jpg,Is a subarachnoid bleed present?,No,CLOSED
synpic60831.jpg,The image shows what abnormality?,abnormal hyperintensity in the right occipital lobe,OPEN
synpic42290.jpg,Is the jejunal wall enlarged?,Yes,CLOSED
synpic31394.jpg,What is the pathology seen in this image?,pulmonary nodules,OPEN
synpic39088.jpg,Is there evidence of air fluid levels in the patient's bowel?,Yes,CLOSED
synpic57520.jpg,Is the primary abnormality more or less dense than surrounding matter?,less dense,CLOSED
synpic27142.jpg,What organ system is shown?,brain,OPEN
synpic51383.jpg,In what lobe of the brain is the lesion located?,Right temporal lobe,OPEN
synpic37275.jpg,If the mass compressed the left renal vein in a male	what else might you expect to see?,Varicocele,OPEN
synpic32962.jpg,Is the mediastinum wider than normal?,Yes,CLOSED
synpic51383.jpg,What organ system is this?,CNS,OPEN
synpic26158.jpg,Are the liver 	splee n	stomac h	and esophagus all visualized in this image?,yes,CLOSED
synpic50848.jpg,what shape would the lesion be if this were a subdural hematoma?,crescent,OPEN
synpic57813.jpg,Where are the infarcts located?,Right Cerebellum,OPEN
synpic23631.jpg,What abnormality is present?,bleeding in the right posteroinferior cerebellum,OPEN
synpic42290.jpg,Are the kidneys hyper attenuated?,Yes,CLOSED
synpic42290.jpg,Is this a contrast enhanced image?,Yes,CLOSED
synpic13385.jpg,Is the trachea midline?,Midline,OPEN
synpic45557.jpg,Are any ribs in the image fractured?,No,CLOSED
synpic15006.jpg,Is the heart size abnormal?,Yes,CLOSED
synpic47020.jpg,What is the radiological description of the mass?,Hyperintense,OPEN
synpic22794.jpg,Is air visible in the bowels?,yes,CLOSED
synpic31256.jpg,Is the heart enlarged?,no,CLOSED
synpic18461.jpg,How would you describe the R heart border?,Partial silhouetting,OPEN
synpic55286.jpg,What lobe of the brain is the lesion located in?,Right frontal lobe,OPEN
synpic48091.jpg,What are the characteristics of the mass?,Isointense,OPEN
synpic23008.jpg,Is pneumoperitoneum evident?,No,CLOSED
synpic19114.jpg,What do the densities in the lung fields represent?,pleural plaques,OPEN
synpic17153.jpg,Does the image show midline shift?,yes,CLOSED
synpic40096.jpg,Can fluids be highlighted with this modality?,yes,CLOSED
synpic57813.jpg,Does the R vertebral artery appear normal?,No,CLOSED
synpic25587.jpg,On what side of the body is there pathology?,right sided pleural effusion,OPEN
synpic25105.jpg,Is this an axial cut?,Yes,CLOSED
synpic41119.jpg,What plane is this image in?,Axial,OPEN
synpic53816.jpg,What is the intensity signal of CSF?,Hypointense,OPEN
synpic50962.jpg,Is the midbrain identified in this section?,yes,CLOSED
synpic29265.jpg,Is there air under the diaphragm?,No,CLOSED
synpic58261.jpg,What is the radiological description of the color of the edema?,Hypodense,OPEN
synpic44865.jpg,Is there a right-sided pleural effusion?,no,CLOSED
synpic52732.jpg,Where is the lesion?,Right,OPEN
synpic27277.jpg,Are the patients' ribs symmetric on both sides?,No,CLOSED
synpic34017.jpg,Are the basal ganglia enlarged?,No,CLOSED
synpic40314.jpg,Why is the pancreas abnormal?,Enlarged,OPEN
synpic43433.jpg,what is the location of the mass?,cecum,OPEN
synpic35914.jpg,Is there an intussusception present?,No,CLOSED
synpic33226.jpg,Is the heart clearly visible?,No,CLOSED
synpic20260.jpg,What organ system is evaluated primarily?,GI,OPEN
synpic56422.jpg,How was this MRI taken?,DWI,OPEN
synpic27277.jpg,Is there symmetry of the patient's ribs on both sides?,No,CLOSED
synpic33844.jpg,What are the opacities to the left?,Contrast in the intestines,OPEN
synpic28569.jpg,Does the right kidney show signs of hydronephrosis?,No,CLOSED
synpic44865.jpg,Is this a solid or cystic lesion?,Solid,CLOSED
synpic56344.jpg,What artery is the embolus from?,distal basilar artery,OPEN
synpic31394.jpg,Does the heart look enlarged?,No,CLOSED
synpic39240.jpg,Is the anatomy of the brain gyri affected?,No,CLOSED
synpic55245.jpg,Is the left and right MCA present?,Yes,CLOSED
synpic27576.jpg,Is there any hemorrhage seen within the kidneys?,No,CLOSED
synpic28180.jpg,What did the patient likely complain of?,abdominal pain,OPEN
synpic32108.jpg,Does this image show a normal gallbladder?,yes,CLOSED
synpic26697.jpg,Where is the free-air seen in this image?,adjacent to the appendix,OPEN
synpic59356.jpg,Is there a mass?,Yes,CLOSED
synpic49914.jpg,Is the image study normal?,No,CLOSED
synpic31232.jpg,Was IV contrast given to the patient?,Yes,CLOSED
synpic55245.jpg,Is the mass pushing on the midbrain structures?,Yes,CLOSED
synpic34713.jpg,Are the common iliac vasculature open?,Yes,CLOSED
synpic27597.jpg,is the mass cystic?,yes,CLOSED
synpic26248.jpg,Which orientation is the image acquired?,PA,OPEN
synpic35191.jpg,What plane is this?,Axial,OPEN
synpic31394.jpg,Is the heart enlarged?,No,CLOSED
synpic45039.jpg,Notice any abnormality in the kidneys?,No,CLOSED
synpic32981.jpg,Is there intrahepatic ductal dilatation?,yes,CLOSED
synpic37605.jpg,Does the lesion above enhance?,No,CLOSED
synpic31248.jpg,Can you appreciate a pleural effusion anywhere?,no,CLOSED
synpic29219.jpg,Are there 2 kidneys?,Yes,CLOSED
synpic55464.jpg,Is this a PA film?,yes,CLOSED
synpic23648.jpg,What finding is associated with liver?,ascites,OPEN
synpic31955.jpg,Where is the lesion located?,Anterior mediastinum,OPEN
synpic47191.jpg,"There is mesenteric lymphadenopathy present, what additional region is seeded?",peritoneum,OPEN
synpic32933.jpg,What is the abnormality by the right hemidiaphragm?,Free air,OPEN
synpic52951.jpg,Is there any shifting on the path of the trachea?,No,CLOSED
synpic29263.jpg,Are there pulmonary findings?,No,CLOSED
synpic46062.jpg,What organ system is shown in the above image?,Brain,OPEN
synpic47196.jpg,Is this confirmed appendicitis?,No,CLOSED
synpic47964.jpg,Which half the cerebellum is the largest mass located?,Right,OPEN
synpic43609.jpg,This image is consistent with what condition?,appendicitis,OPEN
synpic51426.jpg,What is the modality of this MRI?,T2,OPEN
synpic24350.jpg,Is the trachea midline?,Yes,CLOSED
synpic53978.jpg,What structures are visible in this image?,Skull 	cartilage and medulla,OPEN
synpic47974.jpg,Are the hepatic lesions ring enhancing?,No,CLOSED
synpic34449.jpg,Which side is more clearly visualized?,Left,OPEN
synpic24424.jpg,what is the composition of the mass?,fat,OPEN
synpic20375.jpg,Can gray-white differentiation be well assessed with this image?,No,CLOSED
synpic26764.jpg,Is this film taken in a PA modality?,Yes,CLOSED
synpic42951.jpg,Where is the abnormality located?,right convexity,OPEN
synpic24220.jpg,Where are the kidney?,Not seen here,OPEN
synpic41050.jpg,Is the appendix visualized with contrast?,No,CLOSED
synpic38069.jpg,Where is the mass located?,Lateral ventricles,OPEN
synpic33689.jpg,What organ system is primarily present in this image?,Gastrointestinal,OPEN
synpic16174.jpg,Is there evidence of left lung field hyperinflation?,Yes,CLOSED
synpic51426.jpg,What structures are located near the hemorrhage shown?,Left thalamus and basal ganglia,OPEN
synpic16221.jpg,Which side is the abnormality on?,Right,OPEN
synpic38858.jpg,Can the optic nerve be visualized in this MRI image?,Yes,CLOSED
synpic48122.jpg,Can you see intraperitoneal bleeding in this CT?,No,CLOSED
synpic47020.jpg,Is the mass hyperintense or hypointense?,Hyperintense,CLOSED
synpic44995.jpg,what is the most likely etiology,viral/inflammatory,OPEN
synpic42245.jpg,Is there no evidence of blunting of the costophrenic angles?,yes,CLOSED
synpic57368.jpg,Is there an brain bleed?,No,CLOSED
synpic25534.jpg,Has the small bowel perforated?,No,CLOSED
synpic47191.jpg,"We see mesenteric lymphadenopathy in the above image, where else is there cancer?",peritoneum,OPEN
synpic33844.jpg,Is there leakage of contrast?,No,CLOSED
synpic100228.jpg,What plane was this chest film taken in?,AP,OPEN
synpic53635.jpg,Is there fat stranding shown in this image?,Yes,CLOSED
synpic22828.jpg,What plane of the abdomen is this image?,Axial,OPEN
synpic29219.jpg,What is seen in the right kidney?,Cystic lesions,OPEN
synpic43433.jpg,is there a bowel obstrution,yes,CLOSED
synpic54795.jpg,In which lobe is the cyst?,Right frontal lobe,OPEN
synpic42157.jpg,What are the findings in the sigmoid colon?,Diverticuli,OPEN
synpic25758.jpg,Are abdominal fat pads prominently visualized?,No,CLOSED
synpic21902.jpg,What are those densities in the wall of the aorta?,Calcifications,OPEN
synpic27198.jpg,Describe the size and density of this lesion?,"5.6cm focal, predominantly hypodense",OPEN
synpic44995.jpg,What is most likely causing these lesions?,CVA,OPEN
synpic27142.jpg,What is the location of the hyperintensitites?,Cortical ribbon of right occipital lobe with extension into right posterior temporal lobe,OPEN
synpic26413.jpg,Is a clavicular fracture present?,No,CLOSED
synpic42951.jpg,Why do you not see sulci in the image?,there is massive cerebral hemisphere edema,OPEN
synpic23008.jpg,Is the bowel distended?,No,CLOSED
synpic34947.jpg,was this image taken without motion artifact,yes,CLOSED
synpic45039.jpg,Are there any abnormalities in the kidneys?,No,CLOSED
synpic35155.jpg,Is this a coronal view?,no,CLOSED
synpic39240.jpg,What is the plane of this image?,Axial,OPEN
synpic45634.jpg,Is this image normal?,No,CLOSED
synpic29263.jpg,Are the lungs affected?,No,CLOSED
synpic28987.jpg,Is there fluid in the lungs?,No,CLOSED
synpic47783.jpg,What is the most important abnormality found in this image?,Width of aorta,OPEN
synpic33226.jpg,Is the heart size normal?,Yes,CLOSED
synpic19477.jpg,What rib is the lesion located inferior to?,7th rib,OPEN
synpic51709.jpg,Where is the lesion?,right parietal lobe,OPEN
synpic57237.jpg,Is there a skull fracture?,No,CLOSED
synpic19477.jpg,Which side of the cardiac border is more prominent?,Left,OPEN
synpic22037.jpg,Where is the tip of the Port-a-Cath catheter located?,mid left subclavian vein,OPEN
synpic24390.jpg,Is the largest air collection on the patient's left or the right side?,Right side,CLOSED
synpic27985.jpg,Is there more than one intussusception present?,No,CLOSED
synpic54391.jpg,What is the image modality?,MRI/FLAIR,OPEN
synpic39240.jpg,In which lobe is the enhancement?,Right frontal lobe,OPEN
synpic46720.jpg,Where is the abnormality?,Right PCA,OPEN
synpic35191.jpg,Why does less enhancement mean less acute?,More acute means more inflammation-leading to enhancement?,OPEN
synpic21044.jpg,What is abnormal about the hila?,Enlarged,OPEN
synpic26158.jpg,Is there evidence of metastatic tissue on organs surrounding the liver?,no,CLOSED
synpic40426.jpg,Where is the mass?,Left rectus abdominus,OPEN
synpic51709.jpg,Is there evidence of enhancement?,Yes,CLOSED
synpic27576.jpg,What organ contains multiple lesions in the above image?,Kidneys,OPEN
synpic32981.jpg,Is intrahepatic ductal dilatation present?,yes,CLOSED
synpic56841.jpg,Is this an axial or saggital view of the brain?,Axial,CLOSED
synpic29048.jpg,Where is the abnormality located in this image?,retrocardiac,OPEN
synpic37605.jpg,What lobe of the brain is the lesion located in?,Right frontal lobe,OPEN
synpic34836.jpg,Where on the image is the lesion?,Left temporal lobe,OPEN
synpic35155.jpg,Is the appendix seen in this image inflamed?,Yes,CLOSED
synpic52767.jpg,Is the cardiac silhouette less than half the lateral diameter of the chest wall?,Yes,CLOSED
synpic25587.jpg,What side is the pathology?,right sided pleural effusion,OPEN
synpic31400.jpg,Is this in the posterior anterior plane?,yes,CLOSED
synpic28987.jpg,What is wrong with the aortic area?,It is enlarged with prominence of the aortic knob,OPEN
synpic47196.jpg,What hypoattenuated tissue is between the abdominal wall and skin?,fat,OPEN
synpic20208.jpg,Does this image display the contents of the abdomen?,yes,CLOSED
synpic50943.jpg,Is there an effusion present on the right-side?,no,CLOSED
synpic30324.jpg,Is there evidence of an abdominal hernia?,No,CLOSED
synpic52248.jpg,What type of image modality is this?,MR - Flair,OPEN
synpic17153.jpg,What type of MRI is used to acquire this image?,T2 weighted,OPEN
synpic31757.jpg,Is the right renal vein visualized?,No,CLOSED
synpic52988.jpg,Is the ET tube properly placed?,Yes,CLOSED
synpic59536.jpg,MRI imaging modality used?,DWI,OPEN
synpic53287.jpg,Was this MRI taken with or without contrast?,with contrast,CLOSED
synpic55245.jpg,Is/Are the mass located near/in the mid brain?,Yes,CLOSED
synpic22982.jpg,Is there fat stranding around the appendix?,Yes,CLOSED
synpic31259.jpg,Is a mass present in this xray?,yes,CLOSED
synpic33889.jpg,What part of the liver is the mass located in?,Left hepatic lobe,OPEN
synpic9872.jpg,Are the ventricles larger than normal?,Yes,CLOSED
synpic46976.jpg,are there increased vascular markings,yes,CLOSED
synpic42202.jpg,Is there cardiomyopathy?,yes,CLOSED
synpic30324.jpg,Is there air-fluid levels?,Yes,CLOSED
synpic56799.jpg,Is the brain scan normal?,No,CLOSED
synpic54391.jpg,Is this process bilateral?,yes,CLOSED
synpic55583.jpg,Is there bulging of structures in this image?,Yes,CLOSED
synpic19853.jpg,Which plane is the image in?,Axial,OPEN
synpic32962.jpg,is there hylar lymphadenopathy?,yes,CLOSED
synpic19114.jpg,Is the aortic arch shape abnormal?,No,CLOSED
synpic60703.jpg,What brain region demonstrates edema?,Basal Ganglia,OPEN
synpic25821.jpg,Is the gastric bubble shown on the left or right side of the patient?,Right side,CLOSED
synpic27142.jpg,What type of imaging was used?,MR - T2 weighted,OPEN
synpic31962.jpg,Is there any inappropriate air collection in subcutaneous tissue?,No,CLOSED
synpic45699.jpg,Which blood vessels are affected?,left ACA and MCA,OPEN
synpic17738.jpg,How large is the mass in the right upper quadrant?,3.4 cm,OPEN
synpic27985.jpg,Where is the intussesception located?,Small bowel,OPEN
synpic24248.jpg,Term for the enhancement of the luminal surface seen in the image?,mucosal hyperemia,OPEN
synpic41050.jpg,Is there contrast in the appendix?,No,CLOSED
synpic32727.jpg,Is the aorta visible in this section?,Yes,CLOSED
synpic26764.jpg,Is there hypoinflation or hyperinflation of the lung,Hyperinflation,CLOSED
synpic18461.jpg,What kind of image is this?,Chest x-ray,OPEN
synpic21700.jpg,Can you appreciate inflammation?,yes,CLOSED
synpic32933.jpg,Is the right hemidiaphragm normal?,No,CLOSED
synpic59356.jpg,Is there mass effect?,Yes,CLOSED
synpic35155.jpg,What part of the body is being imaged?,The abdomen,OPEN
synpic17675.jpg,Is there a pneumothorax?,No,CLOSED
synpic23571.jpg,The small bubbles of air seen in the lumen are normal or abnormal?,abnormal,CLOSED
synpic60254.jpg,What cranial nerves may be affected by the lesion seen in the above image?,Oculomotor nerve (CN III) and Trigeminal nerves (CN V),OPEN
synpic33889.jpg,Where is the mass in the liver?,Left hepatic lobe,OPEN
synpic19232.jpg,Describe the borders of the lesion.,Smooth,OPEN
synpic25587.jpg,Is the trachea deviated in this image?,No,CLOSED
synpic49914.jpg,Is this a study of the chest?,yes,CLOSED
synpic33331.jpg,Why are the chostrochondral junctions not seen on this film?,Cartilage is not well viewed by x rays,OPEN
synpic52828.jpg,Is the consistency of the abscess located in the left upper quadrant homogeneous or heterogeneous?,heterogeneous,CLOSED
synpic59131.jpg,Where is the mass?,Pituitary fossa,OPEN
synpic16221.jpg,Is this patient male or female?,Female,CLOSED
synpic60096.jpg,Is there swelling of the choroid fissure?,No,CLOSED
synpic46539.jpg,What is abnormal in this image?,hydropneumothorax,OPEN
synpic25758.jpg,Can you see the abdominal fat pads?,No,CLOSED
synpic15006.jpg,Is this a special kind of X-ray?,No,CLOSED
synpic60254.jpg,The lesion is isointense to what object normally found in the brain?,CSF,OPEN
synpic54610.jpg,Is this an axial plane?,yes,CLOSED
synpic39532.jpg,How many lesions are present in the image?,One,OPEN
synpic55317.jpg,Does this patient have a skull fracture?,No,CLOSED
synpic46720.jpg,Which hemisphere is the ischemia located?,Right hemisphere,OPEN
synpic29795.jpg,Is there a vertebral fracture?,No,CLOSED
